#chrom	name	symbol	geneName	locus_type
chr11	HGNC:13007	ZNF215	zinc finger protein 215	gene with protein product
chr11	HGNC:13006	ZNF214	zinc finger protein 214	gene with protein product
chr11	HGNC:22939	NLRP14	NLR family pyrin domain containing 14	gene with protein product
chr11	HGNC:17886	RBMXL2	RBMX like 2	gene with protein product
chr11	HGNC:35348	MIR302E	microRNA 302e	"RNA, micro"
chr11	HGNC:19265	SYT9	synaptotagmin 9	gene with protein product
chr11	HGNC:56173	SYT9-AS1	SYT9 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:24473	OLFML1	olfactomedin like 1	gene with protein product
chr11	HGNC:9250	PPFIBP2	PPFIA binding protein 2	gene with protein product
chr11	HGNC:24376	CYB5R2	cytochrome b5 reductase 2	gene with protein product
chr11	HGNC:29970	OVCH2	ovochymase 2	gene with protein product
chr11	HGNC:14804	OR10AB1P	olfactory receptor family 10 subfamily AB member 1 pseudogene	pseudogene
chr11	HGNC:15295	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene	pseudogene
chr11	HGNC:14779	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene	pseudogene
chr11	HGNC:36314	RPL7AP55	ribosomal protein L7a pseudogene 55	pseudogene
chr11	HGNC:14783	OR5P2	olfactory receptor family 5 subfamily P member 2	gene with protein product
chr11	HGNC:14784	OR5P3	olfactory receptor family 5 subfamily P member 3	gene with protein product
chr11	HGNC:8342	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	pseudogene
chr11	HGNC:47906	RNU6-943P	"RNA, U6 small nuclear 943, pseudogene"	pseudogene
chr11	HGNC:15132	OR10A6	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)	gene with protein product
chr11	HGNC:8162	OR10A3	olfactory receptor family 10 subfamily A member 3	gene with protein product
chr11	HGNC:21464	NLRP10	NLR family pyrin domain containing 10	gene with protein product
chr11	HGNC:42791	COX6CP5	cytochrome c oxidase subunit 6C pseudogene 5	pseudogene
chr11	HGNC:3275	EIF3F	eukaryotic translation initiation factor 3 subunit F	gene with protein product
chr11	HGNC:50865	CASC23	cancer susceptibility 23	"RNA, long non-coding"
chr11	HGNC:12406	TUB	TUB bipartite transcription factor	gene with protein product
chr11	HGNC:51120	TUB-AS1	TUB antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:30338	RIC3	RIC3 acetylcholine receptor chaperone	gene with protein product
chr11	HGNC:54191	RIC3-DT	RIC3 divergent transcript	"RNA, long non-coding"
chr11	HGNC:6641	LMO1	LIM domain only 1	gene with protein product
chr11	HGNC:14568	STK33	serine/threonine kinase 33	gene with protein product
chr11	HGNC:29005	TRIM66	tripartite motif containing 66	gene with protein product
chr11	HGNC:10329	RPL27A	ribosomal protein L27a	gene with protein product
chr11	HGNC:32586	SNORA3A	"small nucleolar RNA, H/ACA box 3A"	"RNA, small nucleolar"
chr11	HGNC:32638	SNORA3B	"small nucleolar RNA, H/ACA box 3B"	"RNA, small nucleolar"
chr11	HGNC:11350	DENND2B	DENN domain containing 2B	gene with protein product
chr11	HGNC:56176	DENND2B-AS1	DENND2B antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:43230	RNA5SP330	"RNA, 5S ribosomal pseudogene 330"	pseudogene
chr11	HGNC:1170	AKIP1	A-kinase interacting protein 1	gene with protein product
chr11	HGNC:1169	C11orf16	chromosome 11 open reading frame 16	gene with protein product
chr11	HGNC:740	ASCL3	achaete-scute family bHLH transcription factor 3	gene with protein product
chr11	HGNC:1168	TMEM9B	TMEM9 domain family member B	gene with protein product
chr11	HGNC:19230	TMEM9B-AS1	TMEM9B antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:1167	NRIP3	nuclear receptor interacting protein 3	gene with protein product
chr11	HGNC:30425	SCUBE2	"signal peptide, CUB domain and EGF like domain containing 2"	gene with protein product
chr11	HGNC:55524	NRIP3-DT	NRIP3 divergent transcript	"RNA, long non-coding"
chr11	HGNC:43545	MIR5691	microRNA 5691	"RNA, micro"
chr11	HGNC:39875	KRT8P41	keratin 8 pseudogene 41	pseudogene
chr11	HGNC:19344	DENND5A	DENN domain containing 5A	gene with protein product
chr11	HGNC:34938	TRL-CAA5-1	tRNA-Leu (CAA) 5-1	"RNA, transfer"
chr11	HGNC:28948	TMEM41B	transmembrane protein 41B	gene with protein product
chr11	HGNC:50615	PRR13P2	proline rich 13 pseudogene 2	pseudogene
chr11	HGNC:9852	IPO7	importin 7	gene with protein product
chr11	HGNC:32613	SNORA23	"small nucleolar RNA, H/ACA box 23"	"RNA, small nucleolar"
chr11	HGNC:12928	ZNF143	zinc finger protein 143	gene with protein product
chr11	HGNC:12761	WEE1	WEE1 G2 checkpoint kinase	gene with protein product
chr11	HGNC:36289	RPL23AP65	ribosomal protein L23a pseudogene 65	pseudogene
chr11	HGNC:36223	RPL21P97	ribosomal protein L21 pseudogene 97	pseudogene
chr11	HGNC:17070	SWAP70	switching B cell complex subunit SWAP70	gene with protein product
chr11	HGNC:45774	RN7SKP50	RN7SK pseudogene 50	pseudogene
chr11	HGNC:54226	LINC02709	long intergenic non-protein coding RNA 2709	"RNA, long non-coding"
chr11	HGNC:27438	SBF2-AS1	SBF2 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:2135	SBF2	SET binding factor 2	gene with protein product
chr11	HGNC:34124	RNU7-28P	"RNA, U7 small nuclear 28 pseudogene"	pseudogene
chr11	HGNC:4343	GLULP2	glutamate-ammonia ligase pseudogene 2	pseudogene
chr11	HGNC:259	ADM	adrenomedullin	gene with protein product
chr11	HGNC:46932	RNU6ATAC33P	"RNA, U6atac small nuclear 33, pseudogene"	pseudogene
chr11	HGNC:470	AMPD3	adenosine monophosphate deaminase 3	gene with protein product
chr11	HGNC:37165	MTRNR2L8	MT-RNR2 like 8 (pseudogene)	pseudogene
chr11	HGNC:41628	MIR4485	microRNA 4485	"RNA, micro"
chr11	HGNC:21159	RNF141	ring finger protein 141	gene with protein product
chr11	HGNC:43434	IRAG1-AS1	IRAG1 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:14687	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	gene with protein product
chr11	HGNC:7237	IRAG1	"inositol 1,4,5-triphosphate receptor associated 1"	gene with protein product
chr11	HGNC:16850	CTR9	"CTR9 homolog, Paf1/RNA polymerase II complex component"	gene with protein product
chr11	HGNC:3297	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	gene with protein product
chr11	HGNC:32760	SNORD97	"small nucleolar RNA, C/D box 97"	"RNA, small nucleolar"
chr11	HGNC:30803	ZBED5	zinc finger BED-type containing 5	gene with protein product
chr11	HGNC:48646	ZBED5-AS1	ZBED5 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:54272	LINC02752	long intergenic non-protein coding RNA 2752	"RNA, long non-coding"
chr11	HGNC:39366	HMGN1P22	high mobility group nucleosome binding domain 1 pseudogene 22	pseudogene
chr11	HGNC:42296	MTND5P21	MT-ND5 pseudogene 21	pseudogene
chr11	HGNC:30488	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	gene with protein product
chr11	HGNC:2458	CSNK2A3	casein kinase 2 alpha 3	gene with protein product
chr11	HGNC:38329	MIR4299	microRNA 4299	"RNA, micro"
chr11	HGNC:50274	MIR8070	microRNA 8070	"RNA, micro"
chr11	HGNC:20076	USP47	ubiquitin specific peptidase 47	gene with protein product
chr11	HGNC:54466	H3P33	H3 histone pseudogene 33	pseudogene
chr11	HGNC:2893	DKK3	dickkopf WNT signaling pathway inhibitor 3	gene with protein product
chr11	HGNC:53582	LINC02547	long intergenic non-protein coding RNA 2547	"RNA, long non-coding"
chr11	HGNC:24693	MICAL2	"microtubule associated monooxygenase, calponin and LIM domain containing 2"	gene with protein product
chr11	HGNC:50200	MIR6124	microRNA 6124	"RNA, micro"
chr11	HGNC:14652	PARVA	parvin alpha	gene with protein product
chr11	HGNC:11714	TEAD1	TEA domain transcription factor 1	gene with protein product
chr11	HGNC:48671	LINC00958	long intergenic non-protein coding RNA 958	"RNA, long non-coding"
chr11	HGNC:54255	RASSF10-DT	RASSF10 divergent transcript	"RNA, long non-coding"
chr11	HGNC:33984	RASSF10	Ras association domain family member 10	gene with protein product
chr11	HGNC:701	BMAL1	basic helix-loop-helix ARNT like 1	gene with protein product
chr11	HGNC:45875	RN7SKP151	RN7SK pseudogene 151	pseudogene
chr11	HGNC:21445	BTBD10	BTB domain containing 10	gene with protein product
chr11	HGNC:9606	PTH	parathyroid hormone	gene with protein product
chr11	HGNC:39407	HMGN2P36	high mobility group nucleosomal binding domain 2 pseudogene 36	pseudogene
chr11	HGNC:26222	FAR1	fatty acyl-CoA reductase 1	gene with protein product
chr11	HGNC:35900	RPL39P26	ribosomal protein L39 pseudogene 26	pseudogene
chr11	HGNC:49889	CENPUP1	centromere protein U pseudogene 1	pseudogene
chr11	HGNC:53583	LINC02548	long intergenic non-protein coding RNA 2548	"RNA, long non-coding"
chr11	HGNC:53580	LINC02545	long intergenic non-protein coding RNA 2545	"RNA, long non-coding"
chr11	HGNC:13582	FBXO3	F-box protein 3	gene with protein product
chr11	HGNC:51147	FBXO3-DT	FBXO3 divergent transcript	"RNA, long non-coding"
chr11	HGNC:54239	LINC02722	long intergenic non-protein coding RNA 2722	"RNA, long non-coding"
chr11	HGNC:54238	LINC02721	long intergenic non-protein coding RNA 2721	"RNA, long non-coding"
chr11	HGNC:6642	LMO2	LIM domain only 2	gene with protein product
chr11	HGNC:6743	CAPRIN1	cell cycle associated protein 1	gene with protein product
chr11	HGNC:29830	NAT10	N-acetyltransferase 10	gene with protein product
chr11	HGNC:23842	ABTB2	ankyrin repeat and BTB domain containing 2	gene with protein product
chr11	HGNC:54997	MMADHCP2	MMADHC pseudogene 2	pseudogene
chr11	HGNC:44013	CIR1P3	CIR1 pseudogene 3	pseudogene
chr11	HGNC:1516	CAT	catalase	gene with protein product
chr11	HGNC:3320	ELF5	E74 like ETS transcription factor 5	gene with protein product
chr11	HGNC:54224	LINC02707	long intergenic non-protein coding RNA 2707	"RNA, long non-coding"
chr11	HGNC:3246	EHF	ETS homologous factor	gene with protein product
chr11	HGNC:33979	NDUFB8P3	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 3	pseudogene
chr11	HGNC:17581	APIP	APAF1 interacting protein	gene with protein product
chr11	HGNC:21350	PDHX	pyruvate dehydrogenase complex component X	gene with protein product
chr11	HGNC:41902	MIR1343	microRNA 1343	"RNA, micro"
chr11	HGNC:56175	CD44-DT	CD44 divergent transcript	"RNA, long non-coding"
chr11	HGNC:1681	CD44	CD44 molecule (Indian blood group)	gene with protein product
chr11	HGNC:51878	SNORD164	"small nucleolar RNA, C/D box 164"	"RNA, small nucleolar"
chr11	HGNC:40133	CD44-AS1	CD44 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:10940	SLC1A2	solute carrier family 1 member 2	gene with protein product
chr11	HGNC:40534	SLC1A2-AS1	SLC1A2 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:24554	PAMR1	peptidase domain containing associated with muscle regeneration 1	gene with protein product
chr11	HGNC:17166	FJX1	four-jointed box kinase 1	gene with protein product
chr11	HGNC:19016	TRIM44	tripartite motif containing 44	gene with protein product
chr11	HGNC:6433	KRT18P14	keratin 18 pseudogene 14	pseudogene
chr11	HGNC:27046	LDLRAD3	low density lipoprotein receptor class A domain containing 3	gene with protein product
chr11	HGNC:51823	WEE2P1	WEE2 pseudogene 1	pseudogene
chr11	HGNC:37025	RPL12P31	ribosomal protein L12 pseudogene 31	pseudogene
chr11	HGNC:41756	MIR3973	microRNA 3973	"RNA, micro"
chr11	HGNC:25014	COMMD9	COMM domain containing 9	gene with protein product
chr11	HGNC:25878	PRR5L	proline rich 5 like	gene with protein product
chr11	HGNC:12036	TRAF6	TNF receptor associated factor 6	gene with protein product
chr11	HGNC:9831	RAG1	recombination activating 1	gene with protein product
chr11	HGNC:9832	RAG2	recombination activating 2	gene with protein product
chr11	HGNC:25142	IFTAP	intraflagellar transport associated protein	gene with protein product
chr11	HGNC:35585	RPL7AP56	ribosomal protein L7a pseudogene 56	pseudogene
chr11	HGNC:54280	LINC02760	long intergenic non-protein coding RNA 2760	"RNA, long non-coding"
chr11	HGNC:51151	DNAAF11P1	DNAAF11 pseudogene 1	pseudogene
chr11	HGNC:54279	LINC02759	long intergenic non-protein coding RNA 2759	"RNA, long non-coding"
chr11	HGNC:51150	LINC01493	long intergenic non-protein coding RNA 1493	"RNA, long non-coding"
chr11	HGNC:36878	RPL18P8	ribosomal protein L18 pseudogene 8	pseudogene
chr11	HGNC:47062	RNU6-99P	"RNA, U6 small nuclear 99, pseudogene"	pseudogene
chr11	HGNC:52091	MTCO1P26	MT-CO1 pseudogene 26	pseudogene
chr11	HGNC:52155	MTCO2P26	MT-CO2 pseudogene 26	pseudogene
chr11	HGNC:29317	LRRC4C	leucine rich repeat containing 4C	gene with protein product
chr11	HGNC:47328	RNU6-365P	"RNA, U6 small nuclear 365, pseudogene"	pseudogene
chr11	HGNC:36807	RPL9P23	ribosomal protein L9 pseudogene 23	pseudogene
chr11	HGNC:54258	LINC02741	long intergenic non-protein coding RNA 2741	"RNA, long non-coding"
chr11	HGNC:51165	LINC01499	long intergenic non-protein coding RNA 1499	"RNA, long non-coding"
chr11	HGNC:54263	LINC02745	long intergenic non-protein coding RNA 2745	"RNA, long non-coding"
chr11	HGNC:54257	LINC02740	long intergenic non-protein coding RNA 2740	"RNA, long non-coding"
chr11	HGNC:42376	HNRNPKP3	heterogeneous nuclear ribonucleoprotein K pseudogene 3	pseudogene
chr11	HGNC:594	API5	apoptosis inhibitor 5	gene with protein product
chr11	HGNC:25596	TTC17	tetratricopeptide repeat domain 17	gene with protein product
chr11	HGNC:46011	RN7SKP287	RN7SK pseudogene 287	pseudogene
chr11	HGNC:53665	PPIAP41	peptidylprolyl isomerase A pseudogene 41	pseudogene
chr11	HGNC:45198	CTBP2P6	CTBP2 pseudogene 6	pseudogene
chr11	HGNC:18646	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	gene with protein product
chr11	HGNC:37304	MIR670	microRNA 670	"RNA, micro"
chr11	HGNC:49204	MIR670HG	MIR670 host gene	"RNA, long non-coding"
chr11	HGNC:31513	MIR129-2	microRNA 129-2	"RNA, micro"
chr11	HGNC:35502	RPL23AP63	ribosomal protein L23a pseudogene 63	pseudogene
chr11	HGNC:8914	PHB1P2	PHB1 pseudogene 2	pseudogene
chr11	HGNC:30141	ALKBH3	"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase"	gene with protein product
chr11	HGNC:44189	SEC14L1P1	SEC14 like 1 pseudogene 1	pseudogene
chr11	HGNC:48670	ALKBH3-AS1	ALKBH3 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:34391	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	gene with protein product
chr11	HGNC:38675	C11orf96	chromosome 11 open reading frame 96	gene with protein product
chr11	HGNC:23989	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	gene with protein product
chr11	HGNC:3513	EXT2	exostosin glycosyltransferase 2	gene with protein product
chr11	HGNC:450	ALX4	ALX homeobox 4	gene with protein product
chr11	HGNC:6210	CD82	CD82 molecule	gene with protein product
chr11	HGNC:36454	RPL34P22	ribosomal protein L34 pseudogene 22	pseudogene
chr11	HGNC:54220	LINC02704	long intergenic non-protein coding RNA 2704	"RNA, long non-coding"
chr11	HGNC:20660	TSPAN18	tetraspanin 18	gene with protein product
chr11	HGNC:16842	TP53I11	tumor protein p53 inducible protein 11	gene with protein product
chr11	HGNC:27350	LINC02685	long intergenic non-protein coding RNA 2685	"RNA, long non-coding"
chr11	HGNC:13996	PRDM11	PR/SET domain 11	gene with protein product
chr11	HGNC:14962	SYT13	synaptotagmin 13	gene with protein product
chr11	HGNC:54210	LINC02696	long intergenic non-protein coding RNA 2696	"RNA, long non-coding"
chr11	HGNC:54187	LINC02687	long intergenic non-protein coding RNA 2687	"RNA, long non-coding"
chr11	HGNC:39408	HMGN2P37	high mobility group nucleosomal binding domain 2 pseudogene 37	pseudogene
chr11	HGNC:1969	CHST1	carbohydrate sulfotransferase 1	gene with protein product
chr11	HGNC:49972	MIR7154	microRNA 7154	"RNA, micro"
chr11	HGNC:54194	LINC02690	long intergenic non-protein coding RNA 2690	"RNA, long non-coding"
chr11	HGNC:25454	LINC02716	long intergenic non-protein coding RNA 2716	"RNA, long non-coding"
chr11	HGNC:20197	SLC35C1	solute carrier family 35 member C1	gene with protein product
chr11	HGNC:2385	CRY2	cryptochrome circadian regulator 2	gene with protein product
chr11	HGNC:6882	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	gene with protein product
chr11	HGNC:37213	C11orf94	chromosome 11 open reading frame 94	gene with protein product
chr11	HGNC:8857	PEX16	peroxisomal biogenesis factor 16	gene with protein product
chr11	HGNC:16522	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	gene with protein product
chr11	HGNC:24156	PHF21A	PHD finger protein 21A	gene with protein product
chr11	HGNC:55108	FBLIM1P2	FBLIM1 pseudogene 2	pseudogene
chr11	HGNC:54227	LINC02710	long intergenic non-protein coding RNA 2710	"RNA, long non-coding"
chr11	HGNC:53470	LINC02489	long intergenic non-protein coding RNA 2489	"RNA, long non-coding"
chr11	HGNC:18856	CREB3L1	cAMP responsive element binding protein 3 like 1	gene with protein product
chr11	HGNC:2857	DGKZ	diacylglycerol kinase zeta	gene with protein product
chr11	HGNC:41897	MIR4688	microRNA 4688	"RNA, micro"
chr11	HGNC:6972	MDK	midkine	gene with protein product
chr11	HGNC:1953	CHRM4	cholinergic receptor muscarinic 4	gene with protein product
chr11	HGNC:25990	AMBRA1	autophagy and beclin 1 regulator 1	gene with protein product
chr11	HGNC:35907	RPS10P19	ribosomal protein S10 pseudogene 19	pseudogene
chr11	HGNC:38197	MIR3160-1	microRNA 3160-1	"RNA, micro"
chr11	HGNC:38192	MIR3160-2	microRNA 3160-2	"RNA, micro"
chr11	HGNC:26522	HARBI1	harbinger transposase derived 1	gene with protein product
chr11	HGNC:29091	ATG13	autophagy related 13	gene with protein product
chr11	HGNC:673	ARHGAP1	Rho GTPase activating protein 1	gene with protein product
chr11	HGNC:20041	ZNF408	zinc finger protein 408	gene with protein product
chr11	HGNC:3535	F2	"coagulation factor II, thrombin"	gene with protein product
chr11	HGNC:28959	CKAP5	cytoskeleton associated protein 5	gene with protein product
chr11	HGNC:43461	MIR5582	microRNA 5582	"RNA, micro"
chr11	HGNC:32728	SNORD67	"small nucleolar RNA, C/D box 67"	"RNA, small nucleolar"
chr11	HGNC:44128	LRP4-AS1	LRP4 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:6696	LRP4	LDL receptor related protein 4	gene with protein product
chr11	HGNC:28720	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1	gene with protein product
chr11	HGNC:13504	ARFGAP2	ADP ribosylation factor GTPase activating protein 2	gene with protein product
chr11	HGNC:8572	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	gene with protein product
chr11	HGNC:50106	MIR6745	microRNA 6745	"RNA, micro"
chr11	HGNC:36980	RPS20P26	ribosomal protein S20 pseudogene 26	pseudogene
chr11	HGNC:2718	DDB2	damage specific DNA binding protein 2	gene with protein product
chr11	HGNC:123	ACP2	"acid phosphatase 2, lysosomal"	gene with protein product
chr11	HGNC:7966	NR1H3	nuclear receptor subfamily 1 group H member 3	gene with protein product
chr11	HGNC:6766	MADD	MAP kinase activating death domain	gene with protein product
chr11	HGNC:40354	MADD-AS1	MADD antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:7551	MYBPC3	myosin binding protein C3	gene with protein product
chr11	HGNC:11241	SPI1	Spi-1 proto-oncogene	gene with protein product
chr11	HGNC:41851	MIR4487	microRNA 4487	"RNA, micro"
chr11	HGNC:20859	SLC39A13	solute carrier family 39 member 13	gene with protein product
chr11	HGNC:9549	PSMC3	"proteasome 26S subunit, ATPase 3"	gene with protein product
chr11	HGNC:9863	RAPSN	receptor associated protein of the synapse	gene with protein product
chr11	HGNC:2549	CELF1	CUGBP Elav-like family member 1	gene with protein product
chr11	HGNC:46668	RN7SL652P	"RNA, 7SL, cytoplasmic 652, pseudogene"	pseudogene
chr11	HGNC:26965	PTPMT1	protein tyrosine phosphatase mitochondrial 1	gene with protein product
chr11	HGNC:23761	KBTBD4	kelch repeat and BTB domain containing 4	gene with protein product
chr11	HGNC:42533	RNU5E-10P	"RNA, U5E small nuclear 10, pseudogene"	pseudogene
chr11	HGNC:7710	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	gene with protein product
chr11	HGNC:34451	FAM180B	family with sequence similarity 180 member B	gene with protein product
chr11	HGNC:14346	C1QTNF4	C1q and TNF related 4	gene with protein product
chr11	HGNC:17587	MTCH2	mitochondrial carrier 2	gene with protein product
chr11	HGNC:26296	AGBL2	AGBL carboxypeptidase 2	gene with protein product
chr11	HGNC:19752	FNBP4	formin binding protein 4	gene with protein product
chr11	HGNC:18017	NUP160	nucleoporin 160	gene with protein product
chr11	HGNC:43240	RNA5SP340	"RNA, 5S ribosomal pseudogene 340"	pseudogene
chr11	HGNC:50556	YPEL5P2	YPEL5 pseudogene 2	pseudogene
chr11	HGNC:9673	PTPRJ	protein tyrosine phosphatase receptor type J	gene with protein product
chr11	HGNC:38285	MIR3161	microRNA 3161	"RNA, micro"
chr11	HGNC:8290	OR4B1	olfactory receptor family 4 subfamily B member 1	gene with protein product
chr11	HGNC:8291	OR4B2P	olfactory receptor family 4 subfamily B member 2 pseudogene	pseudogene
chr11	HGNC:15184	OR4X2	olfactory receptor family 4 subfamily X member 2	gene with protein product
chr11	HGNC:14854	OR4X1	olfactory receptor family 4 subfamily X member 1	gene with protein product
chr11	HGNC:14705	OR4S1	olfactory receptor family 4 subfamily S member 1	gene with protein product
chr11	HGNC:14697	OR4C3	olfactory receptor family 4 subfamily C member 3	gene with protein product
chr11	HGNC:14700	OR4C4P	olfactory receptor family 4 subfamily C member 4 pseudogene	pseudogene
chr11	HGNC:14702	OR4C5	olfactory receptor family 4 subfamily C member 5	gene with protein product
chr11	HGNC:14696	OR4C2P	olfactory receptor family 4 subfamily C member 2 pseudogene	pseudogene
chr11	HGNC:14800	OR4C10P	olfactory receptor family 4 subfamily C member 10 pseudogene	pseudogene
chr11	HGNC:14796	OR4C9P	olfactory receptor family 4 subfamily C member 9 pseudogene	pseudogene
chr11	HGNC:14798	OR4R1P	olfactory receptor family 4 subfamily R member 1 pseudogene	pseudogene
chr11	HGNC:31266	OR4A47	olfactory receptor family 4 subfamily A member 47	gene with protein product
chr11	HGNC:31267	OR4A48P	olfactory receptor family 4 subfamily A member 48 pseudogene	pseudogene
chr11	HGNC:31265	OR4A46P	olfactory receptor family 4 subfamily A member 46 pseudogene	pseudogene
chr11	HGNC:31259	OR4A40P	olfactory receptor family 4 subfamily A member 40 pseudogene	pseudogene
chr11	HGNC:31262	OR4A43P	olfactory receptor family 4 subfamily A member 43 pseudogene	pseudogene
chr11	HGNC:31264	OR4A45P	olfactory receptor family 4 subfamily A member 45 pseudogene	pseudogene
chr11	HGNC:31260	OR4A41P	olfactory receptor family 4 subfamily A member 41 pseudogene	pseudogene
chr11	HGNC:31261	OR4A42P	olfactory receptor family 4 subfamily A member 42 pseudogene	pseudogene
chr11	HGNC:31263	OR4A44P	olfactory receptor family 4 subfamily A member 44 pseudogene	pseudogene
chr11	HGNC:56294	ANKRD33BP2	ANKRD33B pseudogene 2	pseudogene
chr11	HGNC:43968	TRIM51CP	"tripartite motif-containing 51C, pseudogene"	pseudogene
chr11	HGNC:43972	TRIM51G	tripartite motif-containing 51G	gene with protein product
chr11	HGNC:43979	TRIM53CP	"tripartite motif containing 53C, pseudogene"	pseudogene
chr11	HGNC:42955	TRIM49B	tripartite motif containing 49B	gene with protein product
chr11	HGNC:56295	ANKRD33BP3	ANKRD33B pseudogene 3	pseudogene
chr11	HGNC:37148	TRIM64C	tripartite motif containing 64C	gene with protein product
chr11	HGNC:35404	UBTFL7	UBTF like 7 (pseudogene)	pseudogene
chr11	HGNC:43980	TRIM77BP	"tripartite motif containing 77B, pseudogene"	pseudogene
chr11	HGNC:50286	UBTFL9	UBTF like 9 (pseudogene)	pseudogene
chr11	HGNC:3788	FOLH1	folate hydrolase 1	gene with protein product
chr11	HGNC:12443	TYRL	tyrosinase like (pseudogene)	pseudogene
chr11	HGNC:42880	CBX3P8	chromobox 3 pseudogene 8	pseudogene
chr11	HGNC:55419	GRM5P1	GRM5 pseudogene 1	pseudogene
chr11	HGNC:43966	TRIM51FP	"tripartite motif-containing 51F, pseudogene"	pseudogene
chr11	HGNC:56296	ANKRD33BP4	ANKRD33B pseudogene 4	pseudogene
chr11	HGNC:43969	TRIM51DP	"tripartite motif-containing 51D, pseudogene"	pseudogene
chr11	HGNC:56297	ANKRD33BP5	ANKRD33B pseudogene 5	pseudogene
chr11	HGNC:8289	OR4A1P	olfactory receptor family 4 subfamily A member 1 pseudogene	pseudogene
chr11	HGNC:31268	OR4A49P	olfactory receptor family 4 subfamily A member 49 pseudogene	pseudogene
chr11	HGNC:15155	OR4A18P	olfactory receptor family 4 subfamily A member 18 pseudogene	pseudogene
chr11	HGNC:15156	OR4A19P	olfactory receptor family 4 subfamily A member 19 pseudogene	pseudogene
chr11	HGNC:15182	OR4R3P	olfactory receptor family 4 subfamily R member 3 pseudogene	pseudogene
chr11	HGNC:15169	OR4C13	olfactory receptor family 4 subfamily C member 13	gene with protein product
chr11	HGNC:14372	SCYL1	SCY1 like pseudokinase 1	gene with protein product
chr11	HGNC:6716	LTBP3	latent transforming growth factor beta binding protein 3	gene with protein product
chr11	HGNC:27384	ZNRD2-DT	ZNRD2 divergent transcript	"RNA, long non-coding"
chr11	HGNC:11328	ZNRD2	zinc ribbon domain containing 2	gene with protein product
chr11	HGNC:16708	FAM89B	family with sequence similarity 89 member B	gene with protein product
chr11	HGNC:30682	EHBP1L1	EH domain binding protein 1 like 1	gene with protein product
chr11	HGNC:6282	KCNK7	potassium two pore domain channel subfamily K member 7	gene with protein product
chr11	HGNC:6850	MAP3K11	mitogen-activated protein kinase kinase kinase 11	gene with protein product
chr11	HGNC:18760	PCNX3	pecanex 3	gene with protein product
chr11	HGNC:41707	MIR4690	microRNA 4690	"RNA, micro"
chr11	HGNC:10885	SIPA1	signal-induced proliferation-associated 1	gene with protein product
chr11	HGNC:41685	MIR4489	microRNA 4489	"RNA, micro"
chr11	HGNC:9955	RELA	"RELA proto-oncogene, NF-kB subunit"	gene with protein product
chr11	HGNC:54185	RELA-DT	RELA divergent transcript	"RNA, long non-coding"
chr11	HGNC:46325	RN7SL309P	"RNA, 7SL, cytoplasmic 309, pseudogene"	pseudogene
chr11	HGNC:5275	KAT5	lysine acetyltransferase 5	gene with protein product
chr11	HGNC:24116	RNASEH2C	ribonuclease H2 subunit C	gene with protein product
chr11	HGNC:33378	KRT8P26	keratin 8 pseudogene 26	pseudogene
chr11	HGNC:25104	AP5B1	adaptor related protein complex 5 subunit beta 1	gene with protein product
chr11	HGNC:8525	OVOL1	ovo like transcriptional repressor 1	gene with protein product
chr11	HGNC:49319	OVOL1-AS1	OVOL1 antisense RNA 1	"RNA, long non-coding"
chr11	HGNC:26423	SNX32	sorting nexin 32	gene with protein product
chr11	HGNC:1874	CFL1	cofilin 1	gene with protein product
chr11	HGNC:29814	MUS81	MUS81 structure-specific endonuclease subunit	gene with protein product
chr11	HGNC:3219	EFEMP2	EGF containing fibulin extracellular matrix protein 2	gene with protein product
chr11	HGNC:2546	CTSW	cathepsin W	gene with protein product
chr11	HGNC:3705	FIBP	FGF1 intracellular binding protein	gene with protein product
